word,synset,lemma,definition,examples,synonyms,antonyms,similarity_run.v.01_sprint.v.01,similarity_ship.n.01_boat.n.01
gumptious,energetic.s.02,energetic,working hard to promote an enterprise,[],"{'energetic', 'up-and-coming', 'industrious', 'gumptious'}",set(),0.8571428571428571,0.9090909090909091
guru,guru.n.01,guru,a Hindu or Buddhist religious leader and spiritual teacher,[],"{'Guru', 'guru'}",set(),0.8571428571428571,0.9090909090909091
gush,flush.n.06,flush,a sudden rapid flow (as of water),"['he heard the flush of a toilet', 'there was a little gush of blood', 'she attacked him with an outpouring of words']","{'ebullition', 'spurt', 'gush', 'blowup', 'effusion', 'flush', 'outburst', 'spout', 'outpouring', 'spirt', 'jet', 'rave'}",set(),0.8571428571428571,0.9090909090909091
gusher,gusher.n.01,gusher,an oil well with a strong natural flow so that pumping is not necessary,[],{'gusher'},set(),0.8571428571428571,0.9090909090909091
gushy,effusive.s.02,effusive,extravagantly demonstrative,"['insincere and effusive demonstrations of sentimental friendship', 'a large gushing female', 'write unrestrained and gushy poetry']","{'gushing', 'gushy', 'effusive'}",set(),0.8571428571428571,0.9090909090909091
gussy,,,,,set(),set(),0.8571428571428571,0.9090909090909091
gusto,gusto.n.01,gusto,vigorous and enthusiastic enjoyment,[],"{'zestfulness', 'zest', 'gusto', 'relish'}",set(),0.8571428571428571,0.9090909090909091
guts,backbone.n.02,backbone,fortitude and determination,"[""he didn't have the guts to try it""]","{'gumption', 'gut', 'bowel', 'grit', 'guts', 'backbone', 'intestine', 'moxie', 'catgut', 'sand'}",set(),0.8571428571428571,0.9090909090909091
gutsy,gutsy.a.01,gutsy,marked by courage and determination in the face of difficulties or danger; robust and uninhibited; ; -Judith Crist,"['you have to admire her; it was a gutsy thing to do', 'the gutsy...intensity of her musical involvement', 'a gutsy red wine']","{'plucky', 'gutsy'}",{'gutless'},0.8571428571428571,0.9090909090909091
gutty,,,,,set(),set(),0.8571428571428571,0.9090909090909091
gymnastic,acrobatic.s.01,acrobatic,vigorously active,"['an acrobatic dance', 'an athletic child', 'athletic playing', 'gymnastic exercises']","{'gymnastic', 'acrobatic', 'athletic'}",set(),0.8571428571428571,0.9090909090909091
habitable,habitable.s.01,habitable,fit for habitation,['the habitable world'],"{'inhabitable', 'habitable'}",set(),0.8571428571428571,0.9090909090909091
haecceity,quiddity.n.02,quiddity,the essence that makes something the kind of thing it is and makes it different from any other,[],"{'quiddity', 'haecceity'}",set(),0.8571428571428571,0.9090909090909091
haere,,,,,set(),set(),0.8571428571428571,0.9090909090909091
haha,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hail,hail.n.01,hail,precipitation of ice pellets when there are strong rising air currents,[],"{'hail', 'acclaim', 'herald', 'come'}",set(),0.8571428571428571,0.9090909090909091
halcyon,alcyone.n.01,Alcyone,(Greek mythology) a woman who was turned into a kingfisher,[],"{'halcyon', 'golden', 'Alcyone', 'prosperous', 'genus_Halcyon', 'Halcyon'}",set(),0.8571428571428571,0.9090909090909091
hale,hale.n.01,Hale,a soldier of the American Revolution who was hanged as a spy by the British; his last words were supposed to have been `I only regret that I have but one life to give for my country' (1755-1776),[],"{'drag', 'Nathan_Hale', 'cart', 'Hale', 'pressure', 'haul', 'whole', 'George_Ellery_Hale', 'force', 'hale', 'Edward_Everett_Hale', 'squeeze', 'coerce'}",set(),0.8571428571428571,0.9090909090909091
half-price,half-price.r.01,half-price,for half the price,['she bought it half-price during the sale'],{'half-price'},set(),0.8571428571428571,0.9090909090909091
hall,hallway.n.01,hallway,an interior passage or corridor onto which rooms open,['the elevators were at the end of the hall'],"{'student_residence', 'G._Stanley_Hall', 'Granville_Stanley_Hall', 'foyer', 'Charles_Martin_Hall', 'entrance_hall', 'hallway', 'Radclyffe_Hall', 'Marguerite_Radclyffe_Hall', 'hall', 'lobby', 'mansion_house', 'Asaph_Hall', 'vestibule', 'Hall', 'mansion', 'anteroom', 'Charles_Francis_Hall', 'manor_hall', 'residence_hall', 'antechamber', 'dorm', 'residence', 'manse', 'dormitory'}",set(),0.8571428571428571,0.9090909090909091
hallelujah,hallelujah.n.01,hallelujah,a shout or song of praise to God,[],{'hallelujah'},set(),0.8571428571428571,0.9090909090909091
hallmark,hallmark.n.01,hallmark,a distinctive characteristic or attribute,[],"{'assay-mark', 'trademark', 'authentication', 'earmark', 'stylemark', 'hallmark'}",set(),0.8571428571428571,0.9090909090909091
hallmarks,hallmark.n.01,hallmark,a distinctive characteristic or attribute,[],"{'assay-mark', 'trademark', 'authentication', 'earmark', 'stylemark', 'hallmark'}",set(),0.8571428571428571,0.9090909090909091
hallow,consecrate.v.04,consecrate,render holy by means of religious rites,[],"{'bless', 'sanctify', 'consecrate', 'hallow'}",{'desecrate'},0.8571428571428571,0.9090909090909091
hallowed,consecrate.v.04,consecrate,render holy by means of religious rites,[],"{'consecrate', 'hallow', 'hallowed', 'bless', 'sanctify', 'sacred'}",{'desecrate'},0.8571428571428571,0.9090909090909091
halo,aura.n.02,aura,an indication of radiant light drawn around the head of a saint,[],"{'anchor_ring', 'aureole', 'aura', 'glory', 'gloriole', 'nimbus', 'annulus', 'doughnut', 'ring', 'halo'}",set(),0.8571428571428571,0.9090909090909091
hand-pick,hand-pick.v.01,hand-pick,pick personally and very carefully,['the director hand-picked his new team'],{'hand-pick'},set(),0.8571428571428571,0.9090909090909091
hand-picked,hand-pick.v.01,hand-pick,pick personally and very carefully,['the director hand-picked his new team'],{'hand-pick'},set(),0.8571428571428571,0.9090909090909091
handclap,handclap.n.01,handclap,a clap of the hands to indicate approval,[],{'handclap'},set(),0.8571428571428571,0.9090909090909091
handily,handily.r.01,handily,in a convenient manner,['the switch was conveniently located'],"{'conveniently', 'hands_down', 'handily'}",{'inconveniently'},0.8571428571428571,0.9090909090909091
handle,handle.n.01,handle,the appendage to an object that is designed to be held in order to use or move it,"['he grabbed the hammer by the handle', 'it was an old briefcase but it still had a good grip']","{'handgrip', 'hold', 'deal', 'palm', 'address', 'do_by', 'wield', 'plow', 'care', 'cover', 'manage', 'treat', 'grip', 'handle'}",set(),0.8571428571428571,0.9090909090909091
handout,handout.n.01,handout,an announcement distributed to members of the press in order to supplement or replace an oral presentation,[],"{'release', 'handout', 'press_release'}",set(),0.8571428571428571,0.9090909090909091
hands-down,hands-down.s.01,hands-down,achieved without great effort,['a hands-down victory'],{'hands-down'},set(),0.8571428571428571,0.9090909090909091
handsel,,,,,set(),set(),0.8571428571428571,0.9090909090909091
handshake,handshake.n.01,handshake,grasping and shaking a person's hand (as to acknowledge an introduction or to agree on a contract),[],"{'handclasp', 'handshaking', 'shake', 'handshake'}",set(),0.8571428571428571,0.9090909090909091
handsome,fine-looking.s.01,fine-looking,pleasing in appearance especially by reason of conformity to ideals of form and proportion; ; ; ; - Thackeray; - Lillian Hellman,"['a fine-looking woman', 'a good-looking man', 'better-looking than her sister', 'very pretty but not so extraordinarily handsome', 'our southern women are well-favored']","{'handsome', 'well-favoured', 'giving', 'bighearted', 'better-looking', 'big', 'bounteous', 'fine-looking', 'freehanded', 'liberal', 'well-favored', 'bountiful', 'openhanded', 'good-looking'}",set(),0.8571428571428571,0.9090909090909091
handsomely,handsomely.r.01,handsomely,in an attractively handsome manner,['the volume was handsomely bound'],{'handsomely'},set(),0.8571428571428571,0.9090909090909091
handsomeness,handsomeness.n.01,handsomeness,the quality of having regular well-defined features (especially of a man),[],"{'handsomeness', 'good_looks'}",set(),0.8571428571428571,0.9090909090909091
handy,handy.n.01,Handy,United States blues musician who transcribed and published traditional blues music (1873-1958),[],"{'handy', 'W._C._Handy', 'William_Christopher_Handy', 'ready_to_hand', 'Handy'}",set(),0.8571428571428571,0.9090909090909091
hang,bent.n.04,bent,a special way of doing something,"['he had a bent for it', 'he had a special knack for getting into trouble', ""he couldn't get the hang of it""]","{'cling', 'flow', 'bent', 'hang', 'fall', 'attend', 'hang_up', 'give_ear', 'advert', 'pay_heed', 'knack', 'string_up'}",set(),0.8571428571428571,0.9090909090909091
hang-out,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hansel,,,,,set(),set(),0.8571428571428571,0.9090909090909091
happening,happening.n.01,happening,an event that happens,[],"{'bump', 'befall', 'happening', 'find', 'come_about', 'occur', 'natural_event', 'go_on', 'materialize', 'bechance', 'occurrent', 'pass', 'take_place', 'materialise', 'fall_out', 'occurrence', 'chance', 'hap', 'encounter', 'happen', 'pass_off'}","{'dematerialise', 'dematerialize'}",0.8571428571428571,0.9090909090909091
happily,happily.r.01,happily,in a joyous manner,['they shouted happily'],"{'merrily', 'blithely', 'happily', 'jubilantly', 'mirthfully', 'gayly'}","{'unhappily', 'sadly'}",0.8571428571428571,0.9090909090909091
happiness,happiness.n.01,happiness,state of well-being characterized by emotions ranging from contentment to intense joy,[],"{'felicity', 'happiness'}","{'unhappiness', 'sadness'}",0.8571428571428571,0.9090909090909091
happy,happy.a.01,happy,enjoying or showing or marked by joy or pleasure,"['a happy smile', 'spent many happy days on the beach', 'a happy marriage']","{'glad', 'felicitous', 'happy', 'well-chosen'}",{'unhappy'},0.8571428571428571,0.9090909090909091
happy-go-lucky,carefree.s.02,carefree,cheerfully irresponsible,"['carefree with his money', 'freewheeling urban youths', 'had a harum-scarum youth']","{'carefree', 'freewheeling', 'happy-go-lucky', 'devil-may-care', 'slaphappy', 'harum-scarum'}",set(),0.8571428571428571,0.9090909090909091
hard-hitting,hard-hitting.s.01,hard-hitting,characterized by or full of force and vigor,"['a hard-hitting expose', 'a trenchant argument']","{'high-pressure', 'trenchant', 'hard-hitting'}",set(),0.8571428571428571,0.9090909090909091
hard-wearing,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hard-working,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hardihood,boldness.n.01,boldness,the trait of being willing to undertake things that involve risk or danger,"['the proposal required great boldness', 'the plan required great hardiness of heart']","{'boldness', 'daring', 'hardihood', 'hardiness'}",{'timidity'},0.8571428571428571,0.9090909090909091
hardy,hardy.n.01,Hardy,United States slapstick comedian who played the pompous and overbearing member of the Laurel and Hardy duo who made many films (1892-1957),[],"{'Thomas_Hardy', 'audacious', 'Hardy', 'stout', 'sturdy', 'dauntless', 'intrepid', 'hardy', 'Oliver_Hardy', 'fearless', 'unfearing', 'brave', 'stalwart'}",set(),0.8571428571428571,0.9090909090909091
hare,hare.n.01,hare,swift timid long-eared mammal larger than a rabbit having a divided upper lip and long hind legs; young born furred and with open eyes,[],"{'rabbit', 'hare'}",set(),0.8571428571428571,0.9090909090909091
harmless,harmless.a.01,harmless,not causing or capable of causing harm,"['harmless bacteria', 'rendered the bomb harmless']",{'harmless'},{'harmful'},0.8571428571428571,0.9090909090909091
harmoniously,harmoniously.r.01,harmoniously,in a harmonious manner,['the problem of absorbing immigrants harmoniously into British society is as important to the immigrants as to the British'],{'harmoniously'},set(),0.8571428571428571,0.9090909090909091
harmonizable,harmonizable.s.01,harmonizable,capable of being made harmonious or consistent,[],{'harmonizable'},set(),0.8571428571428571,0.9090909090909091
harmonize,harmonize.v.01,harmonize,go together,"[""The colors don't harmonize"", 'Their ideas concorded']","{'harmonise', 'fit_in', 'agree', 'reconcile', 'harmonize', 'consort', 'accord', 'concord', 'chord'}",set(),0.8571428571428571,0.9090909090909091
harmony,harmony.n.01,harmony,compatibility in opinion and action,[],"{'musical_harmony', 'concordance', 'harmoniousness', 'harmony', 'concord'}",{'dissonance'},0.8571428571428571,0.9090909090909091
haut-monde,,,,,set(),set(),0.8571428571428571,0.9090909090909091
haute-couture,,,,,set(),set(),0.8571428571428571,0.9090909090909091
have,rich_person.n.01,rich_person,a person who possesses great material wealth,[],"{'hold', 'sustain', 'have_got', 'wealthy_person', 'receive', 'rich_person', 'accept', 'have', 'possess', 'suffer', 'get', 'experience', 'give_birth', 'stimulate', 'bear', 'throw', 'cause', 'take', 'induce', 'let', 'consume', 'deliver', 'give', 'own', 'feature', 'ingest', 'birth', 'make', 'take_in'}","{'abstain', 'refuse', 'lack'}",0.8571428571428571,0.9090909090909091
haven,haven.n.01,haven,a shelter serving as a place of safety or sanctuary,[],"{'oasis', 'harbour', 'seaport', 'haven', 'harbor'}",set(),0.8571428571428571,0.9090909090909091
hawk-eyed,argus-eyed.s.01,argus-eyed,having very keen vision,['quick-sighted as a cat'],"{'hawk-eyed', 'lynx-eyed', 'quick-sighted', 'keen-sighted', 'argus-eyed', 'sharp-eyed', 'sharp-sighted'}",set(),0.8571428571428571,0.9090909090909091
hayride,,,,,set(),set(),0.8571428571428571,0.9090909090909091
he-man,stud.n.01,stud,a man who is virile and sexually active,[],"{'stud', 'macho-man', 'he-man'}",set(),0.8571428571428571,0.9090909090909091
head,head.n.01,head,the upper part of the human body or the front part of the body in animals; contains the face and brains,['he stuck his head out the window'],"{'header', 'forefront', 'psyche', 'manoeuver', 'mind', 'brain', 'capitulum', 'point', 'straits', 'school_principal', 'maneuver', 'channelise', 'heading', 'headway', 'head_word', 'headspring', 'fountainhead', 'principal', 'top_dog', 'head_up', 'promontory', 'question', 'pass', 'read/write_head', 'head_teacher', 'drumhead', 'manoeuvre', 'direct', 'channelize', 'lead', 'nous', 'guide', 'oral_sex', 'chief', 'headland', 'foreland', 'steer', 'head', 'caput'}","{'rear', 'foot', 'tail'}",0.8571428571428571,0.9090909090909091
head-turning,,,,,set(),set(),0.8571428571428571,0.9090909090909091
headway,headroom.n.01,headroom,vertical space available to allow easy passage under something,[],"{'headway', 'clearance', 'headroom', 'head'}",set(),0.8571428571428571,0.9090909090909091
heady,judicious.s.01,judicious,marked by the exercise of good judgment or common sense in practical matters,"[""judicious use of one's money"", 'a wise decision']","{'wise', 'foolhardy', 'rash', 'judicious', 'reckless', 'intoxicating', 'heady'}",set(),0.8571428571428571,0.9090909090909091
heal,mend.v.02,mend,heal or recover,['My broken leg is mending'],"{'cure', 'mend', 'heal', 'bring_around'}",set(),0.8571428571428571,0.9090909090909091
healing,healing.n.01,healing,the natural process by which the body repairs itself,[],"{'therapeutic', 'sanative', 'mend', 'bring_around', 'healing', 'curative', 'remedial', 'alterative', 'heal', 'cure'}",set(),0.8571428571428571,0.9090909090909091
health,health.n.01,health,a healthy state of wellbeing free from disease,['physicians should be held responsible for the health of their patients'],"{'health', 'wellness'}",{'illness'},0.8571428571428571,0.9090909090909091
health-food,,,,,set(),set(),0.8571428571428571,0.9090909090909091
healthful,healthful.a.01,healthful,conducive to good health of body or mind,"['a healthful climate', 'a healthful environment', 'healthful nutrition', 'healthful sleep', ""Dickens's relatively healthful exuberance""]","{'sanitary', 'healthful'}","{'unhealthful', 'unsanitary'}",0.8571428571428571,0.9090909090909091
healthy,healthy.a.01,healthy,having or indicating good health in body or mind; free from infirmity or disease,"['a rosy healthy baby', 'staying fit and healthy']","{'salubrious', 'level-headed', 'hefty', 'sizeable', 'sizable', 'levelheaded', 'respectable', 'good_for_you', 'tidy', 'goodish', 'sound', 'goodly', 'healthy', 'intelligent'}",{'unhealthy'},0.8571428571428571,0.9090909090909091
heart,heart.n.01,heart,the locus of feelings and intuitions,"['in your heart you know it is true', 'her story would melt your bosom']","{'essence', 'pith', 'spunk', 'meat', 'spirit', 'fondness', 'affectionateness', 'ticker', 'nub', 'substance', 'centre', 'tenderness', 'nitty-gritty', 'mettle', 'bosom', 'nerve', 'gist', 'affection', 'center', 'marrow', 'warmness', 'warmheartedness', 'kernel', 'eye', 'inwardness', 'pump', 'philia', 'heart_and_soul', 'heart', 'core', 'middle', 'sum'}",set(),0.8571428571428571,0.9090909090909091
heart-throb,,,,,set(),set(),0.8571428571428571,0.9090909090909091
heart-to-heart,heart-to-heart.n.01,heart-to-heart,an intimate talk in private,['he took me aside for a little heart-to-heart'],"{'candid', 'heart-to-heart', 'open'}",set(),0.8571428571428571,0.9090909090909091
heart-warming,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hearten,cheer.v.01,cheer,give encouragement to,[],"{'recreate', 'hearten', 'cheer', 'embolden'}",{'dishearten'},0.8571428571428571,0.9090909090909091
heartening,cheer.v.01,cheer,give encouragement to,[],"{'inspiriting', 'heartening', 'cheer', 'embolden', 'recreate', 'hearten'}",{'dishearten'},0.8571428571428571,0.9090909090909091
heartfelt,dear.s.03,dear,earnest,"[""one's dearest wish"", 'devout wishes for their success', 'heartfelt condolences']","{'devout', 'dear', 'heartfelt', 'earnest'}",set(),0.8571428571428571,0.9090909090909091
heartily,heartily.r.01,heartily,with gusto and without reservation,['the boy threw himself heartily into his work'],"{'heartily', 'cordially', 'warmly'}",set(),0.8571428571428571,0.9090909090909091
hearty,hearty.s.01,hearty,showing warm and heartfelt friendliness,"['gave us a cordial reception', 'a hearty welcome']","{'satisfying', 'solid', 'substantial', 'square', 'red-blooded', 'lusty', 'full-blooded', 'hearty'}",set(),0.8571428571428571,0.9090909090909091
heaven,eden.n.01,Eden,any place of complete bliss and delight and peace,[],"{'Eden', 'paradise', 'heaven', 'nirvana', 'Shangri-la', 'Heaven', 'promised_land'}",{'Hell'},0.8571428571428571,0.9090909090909091
heaven-sent,heaven-sent.s.01,heaven-sent,peculiarly fortunate or appropriate; as if by divine intervention,"['a heaven-sent rain saved the crops', 'a providential recovery']","{'heaven-sent', 'miraculous', 'providential'}",set(),0.8571428571428571,0.9090909090909091
heavenly,celestial.a.02,celestial,relating to or inhabiting a divine heaven,"['celestial beings', 'heavenly hosts']","{'celestial', 'heavenly'}",{'earthly'},0.8571428571428571,0.9090909090909091
heavyweight,heavyweight.n.01,heavyweight,an amateur boxer who weighs no more than 201 pounds,[],"{'behemoth', 'colossus', 'titan', 'whale', 'hulk', 'heavyweight', 'giant'}",set(),0.8571428571428571,0.9090909090909091
hedonism,hedonism.n.01,hedonism,the pursuit of pleasure as a matter of ethical principle,[],{'hedonism'},set(),0.8571428571428571,0.9090909090909091
heed,attentiveness.n.01,attentiveness,paying particular notice (as to children or helpless people),"['his attentiveness to her wishes', 'he spends without heed to the consequences']","{'heed', 'regard', 'mind', 'listen', 'attentiveness', 'paying_attention'}",{'inattentiveness'},0.8571428571428571,0.9090909090909091
heedful,heedful.a.01,heedful,taking heed; giving close and thoughtful attention,"['heedful of the warnings', 'so heedful a writer', 'heedful of what they were doing']","{'attentive', 'heedful', 'thoughtful', 'paying_attention', 'advertent', 'careful'}",{'heedless'},0.8571428571428571,0.9090909090909091
heigh,,,,,set(),set(),0.8571428571428571,0.9090909090909091
heighten,heighten.v.01,heighten,become more extreme,['The tension heightened'],"{'compound', 'intensify', 'raise', 'enhance', 'deepen', 'sharpen', 'rise', 'heighten'}",set(),0.8571428571428571,0.9090909090909091
hello,hello.n.01,hello,an expression of greeting,['every morning they exchanged polite hellos'],"{'how-do-you-do', 'hi', 'hello', 'howdy', 'hullo'}",set(),0.8571428571428571,0.9090909090909091
help,aid.n.02,aid,the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose,"['he gave me an assist with the housework', 'could not walk without assistance', 'rescue party went to their aid', 'offered his help in unloading']","{'service', 'assist', 'assistance', 'aid', 'helper', 'avail', 'assistant', 'facilitate', 'serve', 'help_oneself', 'help', 'supporter'}",set(),0.8571428571428571,0.9090909090909091
helped,help.v.01,help,give help or assistance; be of service,"['Everyone helped out during the earthquake', 'Can you help me carry this table?', 'She never helps around the house']","{'assist', 'avail', 'aid', 'facilitate', 'serve', 'help', 'help_oneself'}",set(),0.8571428571428571,0.9090909090909091
helper,assistant.n.01,assistant,a person who contributes to the fulfillment of a need or furtherance of an effort or purpose,"['my invaluable assistant', 'they hired additional help to finish the work']","{'benefactor', 'helper', 'assistant', 'help', 'supporter'}",set(),0.8571428571428571,0.9090909090909091
helpful,helpful.a.01,helpful,providing assistance or serving a useful function,[],{'helpful'},{'unhelpful'},0.8571428571428571,0.9090909090909091
helpfully,helpfully.r.01,helpfully,in a helpful manner,['the subtitles are helpfully conveyed'],{'helpfully'},{'unhelpfully'},0.8571428571428571,0.9090909090909091
helpfulness,helpfulness.n.01,helpfulness,the property of providing useful assistance,[],"{'helpfulness', 'kindliness'}",set(),0.8571428571428571,0.9090909090909091
helping,helping.n.01,helping,an individual quantity of food or drink taken as part of a meal,"['the helpings were all small', 'his portion was larger than hers', ""there's enough for two servings each""]","{'portion', 'assist', 'avail', 'aid', 'facilitate', 'serving', 'serve', 'helping', 'help', 'help_oneself'}",set(),0.8571428571428571,0.9090909090909091
helpmate,helpmate.n.01,helpmate,a helpful partner,[],"{'helpmate', 'helpmeet'}",set(),0.8571428571428571,0.9090909090909091
hen-night,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hen-party,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hep,hep.s.01,hep,informed about the latest trends,[],"{'hep', 'hip', 'hip_to'}",set(),0.8571428571428571,0.9090909090909091
hepcat,,,,,set(),set(),0.8571428571428571,0.9090909090909091
herald,herald.n.01,herald,(formal) a person who announces important news,['the chieftain had a herald who announced his arrival with a trumpet'],"{'foretell', 'herald', 'annunciate', 'announce', 'precursor', 'trumpeter', 'acclaim', 'harbinger', 'hail', 'predecessor', 'forerunner'}",set(),0.8571428571428571,0.9090909090909091
heralded,announce.v.04,announce,foreshadow or presage,[],"{'foretell', 'herald', 'annunciate', 'announce', 'heralded', 'acclaim', 'harbinger', 'hail'}",set(),0.8571428571428571,0.9090909090909091
hermetic,hermetic.s.01,hermetic,completely sealed; completely airtight,[],{'hermetic'},set(),0.8571428571428571,0.9090909090909091
hero,hero.n.01,hero,a man distinguished by exceptional courage and nobility and strength,['RAF pilots were the heroes of the Battle of Britain'],"{'torpedo', 'hoagie', 'zep', 'poor_boy', 'hero', 'wedge', 'grinder', 'hero_sandwich', 'Heron', 'hoagy', 'paladin', 'champion', 'bomber', 'sub', 'Italian_sandwich', 'Cuban_sandwich', 'Hero', 'submarine', 'fighter', 'submarine_sandwich', 'Hero_of_Alexandria'}",set(),0.8571428571428571,0.9090909090909091
heroes,hero.n.01,hero,a man distinguished by exceptional courage and nobility and strength,['RAF pilots were the heroes of the Battle of Britain'],"{'torpedo', 'hoagie', 'zep', 'poor_boy', 'hero', 'wedge', 'grinder', 'hero_sandwich', 'Heron', 'hoagy', 'paladin', 'champion', 'bomber', 'sub', 'Italian_sandwich', 'Cuban_sandwich', 'Hero', 'submarine', 'fighter', 'submarine_sandwich', 'Hero_of_Alexandria'}",set(),0.8571428571428571,0.9090909090909091
heroic,heroic_verse.n.01,heroic_verse,a verse form suited to the treatment of heroic or elevated themes; dactylic hexameter or iambic pentameter,[],"{'epic', 'heroic_verse', 'heroical', 'heroic_meter', 'expansive', 'heroic', 'grand', 'larger-than-life', 'desperate'}",set(),0.8571428571428571,0.9090909090909091
heroically,heroically.r.01,heroically,in a heroic manner,['he become reconciled to not dying heroically in her arms'],{'heroically'},set(),0.8571428571428571,0.9090909090909091
heroine,heroine.n.01,heroine,the main good female character in a work of fiction,[],{'heroine'},set(),0.8571428571428571,0.9090909090909091
heroism,heroism.n.01,heroism,the qualities of a hero or heroine; exceptional or heroic courage when facing danger (especially in battle),"['he showed great heroism in battle', 'he received a medal for valor']","{'valorousness', 'valiance', 'valor', 'heroism', 'valour', 'gallantry', 'valiancy'}",set(),0.8571428571428571,0.9090909090909091
heroize,,,,,set(),set(),0.8571428571428571,0.9090909090909091
heterosis,heterosis.n.01,heterosis,(genetics) the tendency of a crossbred organism to have qualities superior to those of either parent,[],"{'heterosis', 'hybrid_vigor'}",set(),0.8571428571428571,0.9090909090909091
heuristic,heuristic.n.01,heuristic,a commonsense rule (or set of rules) intended to increase the probability of solving some problem,[],"{'heuristic', 'heuristic_program', 'heuristic_rule'}",{'algorithmic'},0.8571428571428571,0.9090909090909091
hi-fi,hi-fi.n.01,hi-fi,equipment for the reproduction of sound with high fidelity,[],"{'high_fidelity', 'high_fidelity_sound_system', 'hi-fi', 'high-fidelity'}",set(),0.8571428571428571,0.9090909090909091
hickey,pimple.n.01,pimple,a small inflamed elevation of the skin; a pustule or papule; common symptom in acne,[],"{'pimple', 'love_bite', 'hickey', 'zit'}",set(),0.8571428571428571,0.9090909090909091
hidalgo,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hiero,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high,high.n.01,high,a lofty level or position or degree,['summer temperatures reached an all-time high'],"{'highschool', 'in_high_spirits', 'high_gear', 'mellow', 'high_up', 'eminent', 'gamey', 'senior_high_school', 'luxuriously', 'high', 'gamy', 'high_school', 'heights', 'richly', 'high-pitched', 'senior_high'}","{'low_spirits', 'low'}",0.8571428571428571,0.9090909090909091
high-calibre,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-class,high-class.s.01,high-class,pretentiously elegant,['a high-toned restaurant'],"{'high-toned', 'high-class'}",set(),0.8571428571428571,0.9090909090909091
high-day,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-demand,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-minded,exalted.s.01,exalted,of high moral or intellectual value; elevated in nature or style; ; - Oliver Franks,"['an exalted ideal', 'argue in terms of high-flown ideals', 'a noble and lofty concept', 'a grand purpose']","{'noble-minded', 'high-flown', 'rarified', 'grand', 'rarefied', 'sublime', 'exalted', 'high-minded', 'idealistic', 'elevated', 'lofty'}",set(),0.8571428571428571,0.9090909090909091
high-powered,high-octane.s.02,high-octane,vigorously energetic or forceful,"['a high-octane sales manager', 'a high-octane marketing plan', 'high-powered executives', 'a high-voltage theatrical entrepreneur']","{'high-power', 'high-energy', 'high-powered', 'high-octane', 'high-voltage'}",set(),0.8571428571428571,0.9090909090909091
high-priority,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-quality,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-reaching,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-road,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-spirited,ebullient.s.01,ebullient,joyously unrestrained,[],"{'high-spirited', 'exuberant', 'ebullient'}",set(),0.8571428571428571,0.9090909090909091
high-spiritedness,high-spiritedness.n.01,high-spiritedness,exuberant liveliness,[],{'high-spiritedness'},set(),0.8571428571428571,0.9090909090909091
high-spirits,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-spot,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-tech,high-tech.a.01,high-tech,resembling or making use of highly advanced technology or devices,[],"{'high-tech', 'hi-tech'}",{'low-tech'},0.8571428571428571,0.9090909090909091
high-technology,,,,,set(),set(),0.8571428571428571,0.9090909090909091
high-tensile,,,,,set(),set(),0.8571428571428571,0.9090909090909091
highly,highly.r.01,highly,to a high degree or extent; favorably or with much respect,"['highly successful', 'He spoke highly of her', 'does not think highly of his writing', 'extremely interesting']","{'extremely', 'highly'}",set(),0.8571428571428571,0.9090909090909091
highly-regarded,,,,,set(),set(),0.8571428571428571,0.9090909090909091
highly-seasoned,,,,,set(),set(),0.8571428571428571,0.9090909090909091
highly-valued,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hilarious,hilarious.s.01,hilarious,marked by or causing boisterous merriment or convulsive laughter,"['hilarious broad comedy', 'a screaming farce', 'uproarious stories']","{'hilarious', 'uproarious', 'screaming'}",set(),0.8571428571428571,0.9090909090909091
hilarity,hilarity.n.01,hilarity,great merriment,[],"{'mirthfulness', 'hilarity', 'mirth', 'glee', 'gleefulness'}",set(),0.8571428571428571,0.9090909090909091
hinny,hinny.n.01,hinny,hybrid offspring of a male horse and a female donkey or ass; usually sterile,['a hinny has a gentler disposition than a mule'],{'hinny'},set(),0.8571428571428571,0.9090909090909091
hip,hip.n.01,hip,either side of the body below the waist and above the thigh,[],"{'pelvis', 'hip_joint', 'pelvic_girdle', 'articulatio_coxae', 'hip', 'rose_hip', 'hip_to', 'rosehip', 'coxa', 'hep', 'pelvic_arch'}",set(),0.8571428571428571,0.9090909090909091
